,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENE,Jan20_MVs4,Jan20_MVs5,Jan20_Unt4,Jan20_Unt5,June20_D1MVs,June20_D1UNT,June20_D3MVs,June20_D3UNT
1,ENSG00000279457.4,36.1385483020833,-0.674139828407853,0.345439431702949,-1.95154277867027,0.0509925125544489,0.111804020438343,RP11-34P13.18,34.355034314417,15.8036884237624,41.4317255504595,39.456089333144,42.1061491013565,44.9671950233861,18.2426307720198,52.7458738981214
2,ENSG00000225972.1,205.142279195683,0.74173160840561,0.277193924215822,2.67585810368665,0.00745381957178814,0.0223133695568368,MTND1P23,250.300964290752,317.654137317624,84.5545419397133,210.077016179172,271.24193723432,187.8468308235,189.267294259706,130.195511520679
3,ENSG00000225630.1,5431.49057443759,0.735954386655636,0.255376854604343,2.88183667934925,0.00395364601875868,0.0129075936865719,MTND2P28,6802.29679425456,7664.78888552475,3541.98976185459,4727.26605442777,8134.3204787202,5546.9210893364,4568.63884396772,2465.70268741471
4,ENSG00000237973.1,1039.32923781537,0.510955229096427,0.21537366601669,2.37241273989751,0.0176723369368563,0.0464135833029724,MTCO1P12,1494.44399267714,1743.14683314099,1001.12577656621,1184.74906078711,1078.11325954869,718.74984303509,592.885500090645,501.419636677078
5,ENSG00000229344.1,72.1238513387189,0.811330943495208,0.275766637584218,2.94209245397725,0.00326002580985265,0.0108848354451747,MTCO2P12,65.0291720951464,77.4380732764357,27.9029988401054,40.5224701259317,136.110575002059,84.8574486731641,84.3721673205917,60.757905376317
6,ENSG00000248527.1,49551.8597892325,0.700313758772651,0.252373550971988,2.77490947872894,0.00552170743542465,0.0172530117847612,MTATP6P1,52420.8745017554,65144.3840515909,21476.0081072678,41815.9900275832,77973.7336463237,55732.4865674525,48560.7429506936,33290.6584611928
7,ENSG00000198744.5,1355.69400574933,3.92218341350438,1.53445745148601,2.55607179573863,0.01058612741505,0.0301118333416219,MTCO3P12,10484.4202934533,61.6343848526733,31.2851805176939,38.3897085403564,66.5864683463313,58.0221871269498,71.8303586648281,33.3834644924819
8,ENSG00000228327.3,8.50465474290584,0.798058917552685,0.571908500107517,1.39543111774463,0.162885873070172,0.280847666403803,RP11-206L10.2,9.81572408983342,9.48221305425743,10.9920904521627,6.39828475672606,12.7297660073869,4.35166403452123,10.2614798092612,4.00601573909782
9,ENSG00000228794.8,129.172829785165,1.24624439059128,0.211356812041082,5.89640039777401,3.71516840329928e-09,3.77827537343751e-08,LINC01128,164.41337850471,134.33135160198,63.415906454785,70.3811323239867,242.844766910149,82.6816166559034,185.846800989952,89.4676848398514
10,ENSG00000223764.2,42.920832518654,0.277051886690396,0.333932331007047,0.829664758290652,0.40672835198789,0.55692032892428,RP11-54O7.3,47.8516549379379,67.9558602221782,34.6673621952825,36.256946954781,22.5218937053767,36.2638669543436,52.447563469557,45.4015117097753
11,ENSG00000187634.11,33.9252012475857,-0.61860311136111,0.407332401145803,-1.51866905166644,0.12884582040513,0.234510677017257,SAMD11,24.5393102245835,39.509221059406,46.5049980668423,73.5802747023497,9.79212769798989,13.7802694426506,29.6442750045322,34.0511337823315
12,ENSG00000188976.10,2010.51153433132,0.490597004954296,0.171803824940712,2.85556509072832,0.00429603159108676,0.0138691201346481,NOC2L,2321.4187472456,2557.03678696475,1445.8826671691,2165.81939015177,2276.66968978265,1597.06070066929,2231.30177630268,1488.90251636469
13,ENSG00000187961.13,122.738435534215,-0.37703352166715,0.212406671453103,-1.77505498809342,0.0758888081876558,0.154250105950762,KLHL17,100.611171920793,107.465081281584,146.279357555704,138.629503062398,118.484745145678,113.868542236639,100.334469246109,156.234613824815
14,ENSG00000187583.10,99.5926499597102,-0.483196798472073,0.255217149370769,-1.89327715501635,0.0583210215606507,0.124686901098998,PLEKHN1,63.8022065839172,91.6613928578218,81.1723602621248,139.695883855186,80.2954471235171,102.989382150336,96.9139759763554,140.210550868424
15,ENSG00000187642.9,13.8675945561925,0.401133291127092,0.45829979303311,0.875263958712091,0.381430299717245,0.531831823664349,PERM1,11.0426896010626,17.3840572661386,7.6099087745742,8.53104634230141,12.7297660073869,15.9561014599112,21.6631240417736,16.0240629563913
16,ENSG00000188290.10,3.34588252164374,2.39137171751105,1.10390517875783,2.16628362972438,0.0302895198798497,0.0727850446959069,HES4,2.45393102245835,15.8036884237624,2.5366362581914,1.06638079278768,1.95842553959798,0,2.28032884650248,0.667669289849637
17,ENSG00000187608.8,2883.07453827433,2.65764457227952,0.205854993817148,12.9102749610252,3.93892024526526e-38,2.82536656046853e-36,ISG15,4220.76135862837,6160.27774758258,623.166974095687,631.297429330305,5102.67774342253,995.080509227189,4364.54941220575,966.785131702275
18,ENSG00000188157.14,3417.64849603062,0.755529841151488,0.168351125539328,4.48782174001558,7.19550956796394e-06,4.35899331151075e-05,AGRN,3918.92784286599,4178.49521924277,1873.72864938405,2544.3845715914,4983.21378550706,2904.01046570384,4040.74271600239,2897.68471794743
19,ENSG00000217801.9,23.9309264232874,0.716649726353091,0.478278630477201,1.49839378279991,0.134030970761226,0.241545315434237,RP11-465B22.3,18.4044826684377,18.9644261085149,16.0653629685455,3.19914237836303,37.2100852523616,10.8791600863031,43.3262480835471,43.3985038402264
20,ENSG00000131591.17,260.008230630623,0.294037524609883,0.194750860263183,1.50981373952611,0.13109095818346,0.237486401550515,C1orf159,309.195308829753,251.278645937822,240.980444528183,252.732247890679,284.950916011506,179.143502754457,298.723078891825,263.061700200757
21,ENSG00000186891.13,317.185875126736,2.77077413865059,0.293318952691049,9.44628403050731,3.51073122486686e-21,1.04673367925348e-19,TNFRSF18,358.27392927892,330.297088056634,45.6594526474452,40.5224701259317,683.490513319694,59.4727418051235,825.479042433898,194.291763346244
22,ENSG00000186827.10,960.869429031089,5.98173803160365,0.297038926821364,20.1378926850251,3.43649484361537e-90,1.04132807016329e-87,TNFRSF4,1271.13626963343,1499.77003141505,13.5287267103541,10.6638079278768,2313.87977503501,38.4396989716042,2462.75515422268,76.7819683327083
23,ENSG00000078808.16,5850.61544495446,0.698418712381874,0.164326301880562,4.25019430480162,2.1358515284207e-05,0.000117586664790473,SDF4,7111.49210308431,6940.97995571644,4250.55682330939,4777.38595168879,7387.18113536357,3630.73835946888,7522.80486461168,5183.78436639258
24,ENSG00000176022.4,1286.19450025704,1.7404737181499,0.192563629988514,9.03843429963235,1.5893180302587e-19,4.29839601334812e-18,B3GALT6,1717.75171572085,1736.82535777149,457.440071893849,742.201031780223,2296.25394517863,549.034945688762,2181.13454167962,608.914392342869
25,ENSG00000160087.20,1797.91068229595,0.500841024620245,0.166122953478053,3.01488153283053,0.00257079647507507,0.00879723117352261,UBE2J2,2020.81219699445,1904.34445506337,1499.15202859112,1608.10223552382,2192.45739157994,1219.91648434412,2313.39361477677,1625.10705149402
