,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENE,Jan20_Spy4,Jan20_Spy5,Jan20_Unt4,Jan20_Unt5,June20_D1SPY,June20_D1UNT,June20_D3SPY,June20_D3UNT
1,ENSG00000279457.4,40.7490203028108,-0.844342207621179,0.317987909044559,-2.6552651330616,0.0079246096088366,0.0244032617340553,RP11-34P13.18,29.9028887357239,34.3807255662652,48.7270996076282,46.9035996701003,22.557849426852,52.7175426379478,30.3090051793682,60.493451598601
2,ENSG00000225972.1,143.499887270817,-0.740422673112719,0.412894156197528,-1.79325055101652,0.0729328703310809,0.146904529509797,MTND1P23,104.010047776431,110.018321812049,99.4430604237311,249.729976621885,54.1388386244448,220.223282955298,161.116290690326,149.31927926237
3,ENSG00000225630.1,4193.40349927917,-0.426921726565862,0.315958816365616,-1.351194220426,0.176633225497978,0.291587189040519,MTND2P28,2920.08209132329,3044.98626098555,4165.66980115009,5619.5583064204,4222.8294127067,6502.96396927459,4243.26072511155,2827.87742726118
4,ENSG00000237973.1,832.623936742034,-0.54841615859237,0.239589292549416,-2.28898442312174,0.0220802574528834,0.0563156549154698,MTCO1P12,838.581010197473,717.4111401494,1177.40583541698,1408.37565495896,543.193014198597,842.630399261392,558.32377961994,575.070660133536
5,ENSG00000229344.1,50.0684787856369,-0.715602722550666,0.352954158475298,-2.02746647225223,0.0426147299148603,0.0956014691805047,MTCO2P12,20.8020095552862,29.7966288240965,32.8162099398313,48.171264526049,35.1902451058891,99.4831046554822,64.6060373560217,69.6823303224391
6,ENSG00000248527.1,34521.8362122215,-0.875221146599151,0.316623266749721,-2.76423509738777,0.0057056414117716,0.0186286432109491,MTATP6P1,21487.1757450134,18448.6973388579,25257.5429170235,49708.9419963147,22898.924110186,65338.2924020617,34854.558350874,38180.5568374411
7,ENSG00000198744.5,37.6268656384398,-0.739899224414134,0.384221923283612,-1.92570798170717,0.0541408467010084,0.116209516140976,MTCO3P12,18.2017583608754,30.9426530096387,36.7939323567805,45.6359348141516,21.6555354497779,68.0226356618681,41.475480771767,38.2869946826589
8,ENSG00000228327.3,6.62291147554992,-0.33554879419697,0.687875827448514,-0.487804311196101,0.625688457422315,0.738013178510124,RP11-206L10.2,10.4010047776431,1.14602418554217,12.927597855085,7.60598913569194,7.21851181659265,5.10169767464011,3.98802699728529,4.59443936191906
9,ENSG00000228794.8,148.96473350435,1.18219145504602,0.264628984265281,4.46735439176578,7.91928782512866e-06,6.31883422435978e-05,LINC01128,178.117206817138,122.624587853012,74.5822953177983,83.6658804926114,285.13121675541,96.9322558181621,248.055279231145,102.609145749526
10,ENSG00000223764.2,40.6591823573153,-0.318169558876856,0.433614175846294,-0.733761893867694,0.463093868756877,0.594637123606475,RP11-54O7.3,37.7036423189562,52.7171125349399,40.7716547737297,43.1006051022543,11.730081701963,42.5141472886676,44.6659023695952,52.0703127684161
11,ENSG00000187634.11,35.3650433369562,-1.38427071797921,0.513225919778907,-2.69719564938485,0.00699261727487517,0.0220922072158769,SAMD11,20.8020095552862,49.2790399783134,54.6936832330521,87.4688750604573,2.70694193122224,16.1553759696937,12.7616863913129,39.052734576312
12,ENSG00000188976.10,2076.70610586802,0.151915875105523,0.358946976186586,0.423226507489938,0.672130008618007,0.775451381215414,NOC2L,2515.74303059242,2402.06669289639,1700.4763332458,2574.62732243172,923.969512523859,1872.32304659292,2916.84294581446,1707.59996284659
13,ENSG00000187961.13,131.018674256569,-0.703290612456247,0.276751492367203,-2.54123512195229,0.0110461608532203,0.0320987167337512,KLHL17,107.910424568047,97.4120557710847,172.036494533055,164.796431273325,71.2828041888524,133.494422486416,122.03362611693,179.183135114844
14,ENSG00000187583.10,118.16373514676,-0.435127015563633,0.376224051072259,-1.15656352730108,0.247450730777969,0.375705102384669,PLEKHN1,87.1084150127608,93.9739832144582,95.4653380067818,166.064096129274,56.8457805556671,120.740178299816,164.306712288154,160.805377667167
15,ENSG00000187642.9,17.1179641078941,0.559106496504978,0.454548837247272,1.23002513853275,0.218687691349535,0.342540735491647,PERM1,13.0012559720538,20.6284353397591,8.9498754381358,10.1413188475893,14.4370236331853,18.7062248070137,32.7018213777394,18.3777574476763
16,ENSG00000188290.10,25.0141546712856,5.2497898934866,0.905664905590831,5.79661402476645,6.76671829182487e-09,1.04556711670455e-07,HES4,27.3026375413131,27.5045804530121,2.98329181271193,1.26766485594866,19.8509074956298,0,120.438415318016,0.765739893653177
17,ENSG00000187608.8,15154.3849848612,4.99800751937178,0.338885762127207,14.7483549854647,3.15255595858114e-49,8.21268481210023e-47,ISG15,31147.1089322494,28399.6253419206,732.895355322898,750.457594721605,15598.3017216796,1166.58820160104,42331.3113653844,1108.7913660098
18,ENSG00000188157.14,2753.80470663858,-0.247086567120865,0.418204276589762,-0.590827451923082,0.554636039347531,0.678010253418251,AGRN,2201.11263606872,2201.51246042651,2203.65821898988,3024.6483462935,968.182897400489,3404.5329148765,4703.47904059827,3323.31113845479
19,ENSG00000217801.9,45.1740336284168,1.58633919101472,0.501820262917115,3.16117006075687,0.00157136726651304,0.00633538760262073,RP11-465B22.3,29.9028887357239,28.6506046385543,18.8941814805089,3.80299456784597,101.961479409371,12.7542441866003,115.652782921273,49.7730930874565
20,ENSG00000131591.17,295.733412737178,0.213734139616315,0.371666425375644,0.575069807288333,0.565244086580644,0.68668162003076,C1orf159,344.533283259427,333.493037992772,283.412722207634,300.436570859832,134.444782584038,210.019887606018,457.825499288351,301.701518099352
21,ENSG00000186891.13,303.348504916693,2.26693647173753,0.401978577187263,5.6394459814247,1.70598158782935e-08,2.40114887181782e-07,TNFRSF18,226.221853913737,200.55423246988,53.6992526288148,48.171264526049,522.439792725893,69.7232015534148,1083.14813246268,222.830309053075
22,ENSG00000186827.10,468.778235359393,4.52120692824156,0.39943996537007,11.3188647111282,1.05833589027556e-29,1.13059206005049e-27,TNFRSF4,391.337804758821,322.032796137351,15.910889667797,12.6766485594866,767.869194490043,45.0649961259876,2107.27346536555,88.0600877701154
23,ENSG00000078808.16,5865.90443512784,0.319271689465142,0.303554719709092,1.05177639725422,0.292902150384174,0.426068184860364,SDF4,6780.15498942608,6437.21785019038,4999.00264750096,5679.13855464998,3901.60563686832,4256.5164265414,8928.3948415223,5945.20453432327
24,ENSG00000176022.4,990.293020075422,0.892941122213335,0.358065812203165,2.49379050381577,0.0126387114771522,0.0357470908046158,B3GALT6,1194.81542383175,1084.1388795229,537.986956892385,882.294739740265,743.506717109042,643.664189950427,2137.58247054491,698.354783011698
25,ENSG00000160087.20,2074.79617008247,0.467410433580374,0.256689838594672,1.820915218691,0.068619745430971,0.139925102980567,UBE2J2,2539.14529134212,2488.01850681206,1763.12546131275,1911.63860277057,1665.67160167875,1430.17591479078,2936.78308080089,1863.81090115183
26,ENSG00000162572.20,12.7462131709605,-1.15857256846487,0.522244959261928,-2.21844662723455,0.0265243949089292,0.0654471153211515,SCNN1D,13.0012559720538,4.58409674216869,16.9053202720343,12.6766485594866,7.21851181659265,13.6045271323736,7.17844859511352,26.8008962778612
27,ENSG00000131584.18,1034.56884469651,-0.757098730322716,0.399822292941203,-1.89358808573001,0.0582797061646291,0.123275691857347,ACAP3,916.588546029796,930.571638660244,1156.52279272799,1448.94093034931,251.745599603669,1102.81698066804,1012.16125191101,1457.203017622
28,ENSG00000169972.11,316.738331552012,-0.0997161095876015,0.34334275511128,-0.290427300716693,0.771489360365089,0.85053422763837,PUSL1,405.63918632808,341.515207291567,296.340320062719,413.258743039262,130.835526675742,271.240259701699,356.529613557305,318.547795759722
